,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Total,,,Возраст,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Сметана с зеленью/луком/грибами,447,"841,6213","52,3",23,"43,5336","60,8","5,2",264,19,"36,194","55,4","4,3",235,66,"123,7073","48,9","14,7",253,161,"303,4434","55,7","36,1",393,155,"292,456","51,2","34,7",316,22,"42,287","40,8",5,65
,,,Курица,78,"147,0794","9,1",5,"9,7947","13,7","6,7",306,2,"4,466","6,8",3,150,14,"27,2372","10,8","18,5",287,27,"50,8656","9,3","34,6",339,25,"46,4762","8,1","31,6",259,4,"8,2398",8,"5,6",65
,,,Красная икра,84,"158,5262","9,9",7,"12,9917","18,2","8,2",520,4,"7,2098",11,"4,5",310,18,"34,2741","13,5","21,6",463,25,"46,7383","8,6","29,5",400,26,"49,711","8,7","31,4",355,4,"7,6013","7,3","4,8",77
,,,Краб,225,"423,1821","26,3",11,"21,4114","29,9","5,1",251,15,"28,3175","43,3","6,7",357,51,"96,2607",38,"22,7",381,77,"145,0632","26,6","34,3",364,63,"118,6676","20,8",28,248,7,"13,4617",13,"3,2",40
,,,Другие,24,"44,8908","2,8",0,0,0,0,0,1,"2,0717","3,2","4,6",186,5,"9,8415","3,9","21,9",278,8,"15,798","2,9","35,2",283,5,"9,6947","1,7","21,6",145,4,"7,4848","7,2","16,7",158
,,,Чипсы без добавок,51,"96,2936",6,0,0,0,0,0,0,0,0,0,0,10,"19,6718","7,8","20,4",251,21,"40,1735","7,4","41,7",325,18,"34,3061",6,"35,6",231,1,"2,1424","2,1","2,2",20
,,,Не имеет значения,11,"20,7412","1,3",3,"4,9444","6,9","23,8",131,2,"2,9012","4,4",14,82,3,"4,8047","1,9","23,2",43,2,"4,5809","0,8","22,1",26,2,"3,5101","0,6","16,9",17,0,0,0,0,0
,,Частота потребления чипсов,Каждый день,14,"25,961","1,6",0,0,0,0,0,1,"1,9071","2,9","7,3",242,3,"5,8736","2,3","22,6",234,6,"11,6564","2,1","44,9",295,1,"1,9337","0,3","7,4",41,2,"4,5902","4,4","17,7",137
,,,Несколько раз в неделю,86,"162,6139","10,1",9,"16,5784","23,2","10,2",348,10,"19,2702","29,5","11,9",435,18,"34,0251","13,4","20,9",241,26,"48,9687",9,"30,1",220,19,"36,3113","6,4","22,3",136,4,"7,4601","7,2","4,6",40
,,,Один раз в неделю,161,"303,1602","18,8",9,"16,7679","23,4","5,5",228,8,"14,3194","21,9","4,7",209,31,"58,9428","23,3","19,4",270,66,"123,2921","22,6","40,7",358,45,"85,0823","14,9","28,1",206,3,"4,7557","4,6","1,6",16
,,,2 - 3 раза в месяц,235,"442,2","27,5",11,"19,8079","27,7","4,5",158,7,"13,6471","20,9","3,1",117,36,"67,4268","26,6","15,2",181,89,"167,7038","30,8","37,9",285,83,"156,2822","27,4","35,3",222,9,"17,3322","16,7","3,9",35
,,,Раз в месяц и реже,241,"453,3347","28,2",5,"8,8105","12,3","1,9",57,6,"11,6182","17,8","2,6",80,36,"68,1716","26,9",15,148,74,"138,4458","25,4","30,5",191,99,"185,9296","32,6",41,214,21,"40,3589",39,"8,9",66
,,Знание марок чипсов,Chio,332,"624,8716","38,8",8,"14,116","19,7","2,3",85,10,"18,011","27,5","2,9",116,53,"99,3003","39,2","15,9",201,121,"228,4794",42,"36,6",294,121,"227,1993","39,8","36,4",244,20,"37,7658","36,5",6,57
,,,Chipster's,480,"904,0641","56,2",20,"38,5209","53,8","4,3",163,22,"41,4934","63,5","4,6",189,87,"163,2698","64,5","18,1",234,180,"337,8485",62,"37,4",306,153,"287,5649","50,4","31,8",218,19,"35,3666","34,1","3,9",38
,,,Estrella,271,"509,5408","31,7",7,"12,3347","17,2","2,4",94,13,"24,5062","37,5","4,8",200,38,"70,592","27,9","13,9",181,107,"201,644",37,"39,6",328,90,"168,8724","29,6","33,1",229,17,"31,5914","30,5","6,2",61
,,,HROOM,232,"436,5097","27,1",7,"12,849",18,"2,9",116,11,"20,7872","31,8","4,8",201,33,"63,0115","24,9","14,4",192,86,"162,4525","29,8","37,2",314,76,"142,2566","24,9","32,6",229,19,"35,1529","33,9","8,1",80
,,,KartoFan,308,"579,0644",36,9,"17,4784","24,4",3,120,17,"31,6549","48,4","5,5",233,51,"96,823","38,3","16,7",224,117,"219,6177","40,3","37,9",322,100,"187,6322","32,9","32,4",230,14,"25,8582",25,"4,5",45
,,,Lay's,640,"1 204,32","74,9",30,"56,7779","79,4","4,7",171,26,"48,351",74,4,156,112,"209,8674","82,9","17,4",213,236,"444,4711","81,6","36,9",286,207,"389,214","68,2","32,3",209,30,"55,639","53,7","4,6",42
,,,Pringles,484,"911,4257","56,7",18,"34,6502","48,4","3,8",153,24,"44,8748","68,6","4,9",213,89,"167,2502","66,1","18,4",250,186,"349,659","64,2","38,4",331,149,"280,4386","49,1","30,8",221,18,"34,5528","33,4","3,8",39
,,,Золотисті (Жайвір),211,"396,813","24,7",6,"10,5482","14,7","2,7",99,10,"18,2936",28,"4,6",184,30,"55,82","22,1","14,1",177,86,"162,4351","29,8","40,9",326,71,"133,4068","23,4","33,6",224,9,"16,3092","15,7","4,1",39
,,,Люкс,616,"1 159,29","72,1",25,"47,499","66,4","4,1",153,27,"50,4057","77,1","4,3",175,98,"184,995","73,1",16,201,227,"426,8117","78,4","36,8",294,206,"386,9868","67,8","33,4",223,33,"62,5869","60,4","5,4",51
,,,Повна Чаша,255,"479,2627","29,8",6,"10,4001","14,5","2,2",84,12,"22,9529","35,1","4,8",200,40,"75,3352","29,8","15,7",206,105,"198,3425","36,4","41,4",344,75,"141,6582","24,8","29,6",205,16,"30,5738","29,5","6,4",63
,,,Премія,274,"515,5551",32,6,"11,0349","15,4","2,1",84,15,"28,5712","43,7","5,5",233,43,"80,274","31,7","15,6",206,104,"194,769","35,8","37,8",317,92,"174,013","30,5","33,8",236,14,"26,893",26,"5,2",52
,,,Розумний вибір,325,"611,4984",38,7,"13,9258","19,5","2,3",91,20,"36,7575","56,2",6,258,53,"99,9209","39,5","16,3",221,129,"243,0298","44,6","39,7",340,97,"182,0619","31,9","29,8",213,19,"35,8024","34,6","5,9",59
,,,Своя Лінія,333,"626,6259",39,12,"22,895",32,"3,7",140,21,"40,3046","61,6","6,4",264,53,"99,9736","39,5",16,206,122,"229,9108","42,2","36,7",300,109,"205,9633","36,1","32,9",224,15,"27,5786","26,6","4,4",43
,,Потребление марок чипсов за полгода,Chio,96,"180,0271","11,2",2,"3,3517","4,7","1,9",75,4,"8,2055","12,5","4,6",196,16,"30,1635","11,9","16,8",227,29,"55,4962","10,2","30,8",265,35,"65,1667","11,4","36,2",259,9,"17,6434",17,"9,8",100
,,,Chipster's,274,"516,3615","32,1",14,"25,8727","36,2",5,213,17,"31,2417","47,8","6,1",276,54,"100,8172","39,8","19,5",279,108,"203,426","37,4","39,4",358,74,"139,7574","24,5","27,1",205,8,"15,2466","14,7",3,32
,,,Estrella,88,"165,2304","10,3",2,"3,3517","4,7",2,78,7,"12,4043",19,"7,5",310,18,"33,374","13,2","20,2",263,35,"65,9954","12,1","39,9",329,20,"38,2205","6,7","23,1",159,6,"11,8846","11,5","7,2",70
,,,HROOM,78,"146,0733","9,1",3,"5,2116","7,3","3,6",135,5,"9,1554",14,"6,3",255,15,"27,7459",11,19,243,26,"48,8841",9,"33,5",272,21,"40,2183",7,"27,5",186,8,"14,8581","14,3","10,2",98
,,,KartoFan,129,"243,4967","15,1",6,"12,0821","16,9",5,206,7,"13,8576","21,2","5,7",254,25,"47,5649","18,8","19,5",274,53,"99,336","18,2","40,8",362,32,"59,6542","10,5","24,5",181,6,"11,002","10,6","4,5",47
,,,Lay's,578,"1 087,68","67,6",27,"51,6483","72,2","4,7",175,22,"41,7779","63,9","3,8",152,99,"186,9368","73,9","17,2",213,220,"413,2912","75,9",38,299,186,"350,4372","61,4","32,2",211,23,"43,5862","42,1",4,37
,,,Pringles,271,"509,1379","31,6",10,"18,6114",26,"3,7",149,13,"24,4162","37,3","4,8",210,54,"101,3357",40,"19,9",274,104,"194,7714","35,8","38,3",333,82,"154,3015",27,"30,3",220,8,"15,7017","15,2","3,1",32
,,,Золотисті (Жайвір),95,"178,2855","11,1",2,"3,445","4,8","1,9",79,6,"10,7023","16,4",6,263,14,"27,0989","10,7","15,2",209,44,"83,2719","15,3","46,7",408,25,"46,4963","8,1","26,1",190,4,"7,2711",7,"4,1",42
,,,Люкс,530,"997,3877",62,23,"44,1314","61,7","4,4",172,24,"45,1029",69,"4,5",188,87,"163,566","64,6","16,4",215,194,"365,2639","67,1","36,6",304,174,"328,1748","57,5","32,9",228,27,"51,1487","49,4","5,1",50
,,,Повна Чаша,79,"149,1758","9,3",1,"1,7794","2,5","1,2",48,4,"8,2917","12,7","5,6",240,15,"29,089","11,5","19,5",265,32,"59,8948",11,"40,2",346,20,"38,4185","6,7","25,8",185,6,"11,7024","11,3","7,8",80
,,,Премія,83,"156,8725","9,8",2,"3,6118",5,"2,3",89,8,"14,8591","22,7","9,5",393,17,"31,2878","12,4","19,9",260,33,"61,9186","11,4","39,5",326,22,"40,4884","7,1","25,8",178,3,"4,7068","4,5",3,29
,,,Розумний вибір,142,"266,5437","16,6",2,"3,6118",5,"1,4",58,14,"26,1074","39,9","9,8",451,29,"54,9681","21,7","20,6",298,55,"103,2795",19,"38,7",355,37,"69,8901","12,2","26,2",200,5,"8,6868","8,4","3,3",35
,,,Своя Лінія,163,"307,2961","19,1",8,"14,9738","20,9","4,9",191,12,"21,7112","33,2","7,1",297,29,"54,4722","21,5","17,7",234,59,"111,7627","20,5","36,4",305,50,"93,5471","16,4","30,4",213,6,"10,8292","10,5","3,5",35
,,,Другие импортные,38,"71,6206","4,5",3,"5,2843","7,4","7,4",232,2,"3,4121","5,2","4,8",161,8,"15,8357","6,3","22,1",234,13,"24,556","4,5","34,3",230,11,"19,9681","3,5","27,9",156,1,"2,5644","2,5","3,6",28
,,,Другие отечественные,31,"58,6444","3,6",1,"1,5839","2,2","2,7",86,2,"3,1111","4,8","5,3",181,3,"5,1465",2,"8,8",94,13,"24,3344","4,5","41,5",283,13,"24,4684","4,3","41,7",237,0,0,0,0,0
,,Предпочтение марок чипсов за полгода,Chio,18,"33,8809","2,1",0,0,0,0,0,3,"4,7087","7,2","13,9",423,3,"5,4059","2,1",16,153,4,"6,6554","1,2","19,6",119,5,"9,0463","1,6","26,7",135,4,"8,0645","7,8","23,8",171
,,,Chipster's,55,"104,3268","6,5",7,"13,5919",19,13,401,4,"7,8758",12,"7,5",249,10,"19,7214","7,8","18,9",196,22,"41,5725","7,6","39,8",262,8,"14,5506","2,5","13,9",77,4,"7,0145","6,8","6,7",52
,,,Estrella,27,"51,2151","3,2",0,0,0,0,0,4,"7,923","12,1","15,5",605,8,"15,8589","6,3",31,381,9,"17,099","3,1","33,4",260,3,"5,4384",1,"10,6",69,3,"4,8957","4,7","9,6",88
,,,HROOM,29,"55,3602","3,4",1,"1,5839","2,2","2,9",133,5,"9,1554",14,"16,5",827,5,"9,0029","3,6","16,3",256,8,"14,6983","2,7","26,6",265,6,"10,8173","1,9","19,5",162,5,"10,1024","9,8","18,2",215
,,,KartoFan,28,"52,5042","3,3",0,0,0,0,0,3,"5,3833","8,2","10,3",294,7,"13,1872","5,2","25,1",226,10,"19,2695","3,5","36,7",210,8,"14,6642","2,6","27,9",133,0,0,0,0,0
,,,Lay's,433,"814,2192","50,6",18,"33,7428","47,2","4,1",149,17,"32,3047","49,4",4,153,74,"138,4532","54,7",17,206,169,"318,541","58,5","39,1",300,137,"258,5384","45,3","31,8",203,17,"32,6392","31,5",4,36
,,,Pringles,74,"138,3663","8,6",4,"7,8862",11,"5,7",208,6,"11,5904","17,7","8,4",328,13,"24,0733","9,5","17,4",214,31,"58,9783","10,8","42,6",333,16,"29,4768","5,2","21,3",139,3,"6,3613","6,1","4,6",42
,,,Золотисті (Жайвір),28,"53,3626","3,3",0,0,0,0,0,3,"5,3192","8,1",10,388,3,"6,5023","2,6","12,2",149,12,"23,017","4,2","43,1",335,8,"15,9598","2,8","29,9",194,1,"2,5644","2,5","4,8",44
,,,Люкс,336,"632,2247","39,3",18,"33,488","46,8","5,3",213,14,"26,0049","39,8","4,1",178,58,"110,0023","43,5","17,4",236,119,"223,7003","41,1","35,4",305,108,"202,6105","35,5",32,230,19,"36,4187","35,2","5,8",59
,,,Повна Чаша,14,"27,2602","1,7",0,0,0,0,0,1,"1,9071","2,9",7,202,2,"3,5398","1,4",13,118,6,"11,9874","2,2",44,253,3,"5,7001",1,"20,9",100,2,"4,1258",4,"15,1",103
,,,Премія,15,"28,9821","1,8",0,0,0,0,0,4,"8,2325","12,6","28,4",734,4,"7,1685","2,8","24,7",201,2,"4,6797","0,9","16,1",83,4,"6,759","1,2","23,3",100,1,"2,1424","2,1","7,4",45
,,,Розумний вибір,44,"83,1872","5,2",0,0,0,0,0,7,"12,9462","19,8","15,6",636,8,"15,9409","6,3","19,2",246,18,"33,4766","6,1","40,2",327,9,"16,4648","2,9","19,8",134,2,"4,3587","4,2","5,2",50
,,,Своя Лінія,71,"132,7954","8,3",4,"7,4305","10,4","5,6",212,7,"12,5191","19,1","9,4",383,10,"18,7716","7,4","14,1",181,24,"45,0753","8,3","33,9",275,23,"42,4978","7,4",32,216,3,"6,5011","6,3","4,9",47
,,,Другие импортные,11,"20,96","1,3",0,0,0,0,0,2,"3,4121","5,2","16,3",379,0,0,0,0,0,4,"7,0689","1,3","33,7",156,6,"10,4789","1,8",50,193,0,0,0,0,0
,,,Другие отечественные,12,"22,0707","1,4",0,0,0,0,0,1,"1,8787","2,9","8,5",226,0,0,0,0,0,3,"5,0267","0,9","22,8",120,8,"15,1654","2,7","68,7",303,0,0,0,0,0
,,Покупка чипсов за полгода,Покупали регулярно,192,"361,755","22,5",13,"24,2534","33,9","6,7",235,14,"26,5887","40,7","7,3",276,40,"76,1508","30,1","21,1",249,67,"126,0463","23,1","34,8",261,52,"97,0644",17,"26,8",168,6,"11,6515","11,2","3,2",29
,,,Покупали нерегулярно,543,"1 020,80","63,5",16,"30,2591","42,3",3,93,18,"34,1733","52,3","3,3",113,84,"158,4632","62,6","15,5",165,192,"361,3596","66,4","35,4",239,200,"376,6077",66,"36,9",208,32,"59,937","57,9","5,9",47
,,,Не покупали,120,"226,1643","14,1",9,"17,0379","23,8","7,5",41,2,"4,6209","7,1",2,12,10,"18,4164","7,3","8,1",15,30,"57,1074","10,5","25,3",30,52,"96,986",17,"42,9",42,17,"31,9956","30,9","14,1",20
,,Ориентация на количество марок при покупке чипсов,Покупали одну определённую марку,190,"357,2774","22,2",9,"17,532","24,5","4,9",151,11,"21,4898","32,9",6,199,37,"70,5391","27,9","19,7",205,63,"119,3251","21,9","33,4",220,53,"99,3251","17,4","27,8",153,15,"29,0662","28,1","8,1",63
,,,Покупали 2-3 определённые марки,449,"844,9369","52,5",11,"20,0295",28,"2,4",81,15,"28,7177","43,9","3,4",125,73,"136,7275",54,"16,2",187,164,"308,5685","56,7","36,5",268,170,"319,418",56,"37,8",232,17,"31,4756","30,4","3,7",32
,,,"Покупали то, что было в продаже",96,"180,3406","11,2",9,"16,951","23,7","9,4",261,6,"10,5544","16,1","5,9",174,15,"27,3473","10,8","15,2",142,32,"59,5122","10,9",33,196,29,"54,929","9,6","30,5",151,6,"11,0466","10,7","6,1",43
,Курица,Total,,280,"527,1855",100,31,"58,5607",100,"11,1",213,25,"47,3035",100,9,184,61,"114,0333",100,"21,6",140,69,"130,6567",100,"24,8",101,73,"138,2458",100,"26,2",89,20,"38,3854",100,"7,3",35
,,Потребление чипсов за полгода,Потребляли,237,"445,9904","84,6",25,"46,3928","79,2","10,4",345,24,"45,5113","96,2","10,2",363,55,"102,9749","90,3","23,1",258,60,"112,29","85,9","25,2",178,62,"116,8633","84,5","26,2",155,12,"21,9581","57,2","4,9",41
,,,Не потребляли,43,"81,1951","15,4",6,"12,1679","20,8",15,86,1,"1,7922","3,8","2,2",14,6,"11,0585","9,7","13,6",26,10,"18,3667","14,1","22,6",28,11,"21,3826","15,5","26,3",27,9,"16,4273","42,8","20,2",29
,,Предпочтение вкусовых качеств чипсов,Барбекю,52,"98,6189","18,7",2,"4,5009","7,7","4,6",341,7,"14,1023","29,8","14,3",1 147,19,"34,9382","30,6","35,4",893,11,"20,3334","15,6","20,6",329,13,"24,7441","17,9","25,1",334,0,0,0,0,0
,,,Бекон,120,"224,9306","42,7",8,"15,5511","26,6","6,9",369,14,"26,1802","55,3","11,6",667,28,"52,101","45,7","23,2",417,33,"62,5063","47,8","27,8",317,33,"62,1144","44,9","27,6",263,3,"6,4775","16,9","2,9",39
,,,Сыр,133,"250,9984","47,6",14,"26,7854","45,7","10,7",454,12,"23,4044","49,5","9,3",425,36,"66,8248","58,6","26,6",382,29,"54,4952","41,7","21,7",197,36,"67,118","48,5","26,7",203,7,"12,3707","32,2","4,9",53
,,,Лук,73,"136,739","25,9",8,"15,5053","26,5","11,3",688,4,"8,4224","17,8","6,2",401,18,"34,226",30,25,512,18,"34,5498","26,4","25,3",328,19,"35,9095",26,"26,3",284,4,"8,126","21,2","5,9",91
,,,Грибы,82,"154,9085","29,4",6,"11,4085","19,5","7,4",437,8,"15,672","33,1","10,1",644,22,"41,2129","36,1","26,6",532,23,"42,5776","32,6","27,5",349,18,"33,769","24,4","21,8",231,5,"10,2684","26,8","6,6",99
,,,Паприка,84,"157,1895","29,8",7,"13,3335","22,8","8,5",484,12,"21,9464","46,4",14,856,23,"43,0539","37,8","27,4",528,20,"38,0559","29,1","24,2",296,17,"32,4738","23,5","20,7",210,4,"8,326","21,7","5,3",77
,,,Сметана с зеленью/луком/грибами,134,"251,2996","47,7",16,"30,8724","52,7","12,3",571,14,"26,2788","55,6","10,5",522,26,"48,8517","42,8","19,4",305,33,"62,0961","47,5","24,7",246,37,"69,203","50,1","27,5",228,7,"13,9976","36,5","5,6",66
,,,Курица,95,"179,4323",34,11,"20,4893",35,"11,4",1 952,4,"7,7811","16,4","4,3",795,23,"43,8415","38,4","24,4",1 408,28,"53,3062","40,8","29,7",1 086,25,"47,4767","34,3","26,5",807,3,"6,5375",17,"3,6",158
,,,Красная икра,42,"79,3273",15,3,"5,8707",10,"7,4",718,3,"5,4901","11,6","6,9",720,16,"29,4318","25,8","37,1",1 213,10,"19,4993","14,9","24,6",510,10,"19,0355","13,8",24,415,0,0,0,0,0
,,,Краб,83,"156,2006","29,6",8,"14,8458","25,4","9,5",532,3,"6,5261","13,8","4,2",251,27,"51,7263","45,4","33,1",625,19,"36,3876","27,8","23,3",279,22,"42,0341","30,4","26,9",269,2,"4,6806","12,2",3,42
,,,Другие,16,"29,2471","5,5",0,0,0,0,0,3,"4,811","10,2","16,4",1 318,6,"11,525","10,1","39,4",992,5,"9,0313","6,9","30,9",493,1,"1,6471","1,2","5,6",75,1,"2,2328","5,8","7,6",144
,,,Чипсы без добавок,11,"21,0103",4,0,0,0,0,0,1,"1,56","3,3","7,4",193,2,"3,4347",3,"16,3",134,4,"7,5582","5,8",36,186,4,"8,4574","6,1","40,3",174,0,0,0,0,0
,,,Не имеет значения,5,"10,05","1,9",1,"2,2579","3,9","22,5",182,0,0,0,0,0,2,"3,5538","3,1","35,4",97,2,"4,2383","3,2","42,2",73,0,0,0,0,0,0,0,0,0,0
,,Частота потребления чипсов,Каждый день,10,"19,5412","3,7",0,0,0,0,0,2,"3,6381","7,7","18,6",1 409,3,"5,5485","4,9","28,4",675,5,"8,5087","6,5","43,5",656,1,"1,8459","1,3","9,4",119,0,0,0,0,0
,,,Несколько раз в неделю,50,"93,3225","17,7",7,"12,9885","22,2","13,9",833,10,"17,9114","37,9","19,2",1 233,13,"24,7394","21,7","26,5",535,13,"25,3346","19,4","27,1",347,7,"12,3487","8,9","13,2",141,0,0,0,0,0
,,,Один раз в неделю,50,"93,7771","17,8",4,"8,3384","14,2","8,9",345,5,"9,1535","19,4","9,8",407,15,"28,4725",25,"30,4",398,9,"16,66","12,8","17,8",148,11,"21,4749","15,5","22,9",159,5,"9,6778","25,2","10,3",101
,,,2 - 3 раза в месяц,74,"138,7874","26,3",10,"19,5568","33,4","14,1",475,2,"4,6588","9,8","3,4",121,18,"34,244",30,"24,7",280,17,"31,87","24,4",23,165,24,"44,4986","32,2","32,1",193,2,"3,9592","10,3","2,9",24
,,,Раз в месяц и реже,53,"100,5621","19,1",3,"5,509","9,4","5,5",108,5,"10,1496","21,5","10,1",214,5,"9,9704","8,7","9,9",66,16,"29,9167","22,9","29,7",126,20,"36,6952","26,5","36,5",129,4,"8,3211","21,7","8,3",41
,,Знание марок чипсов,Chio,121,"227,2465","43,1",6,"11,19","19,1","4,9",205,7,"12,929","27,3","5,7",255,35,"65,4729","57,4","28,8",405,36,"67,0434","51,3","29,5",263,33,"62,1998",45,"27,4",204,4,"8,4115","21,9","3,7",39
,,,Chipster's,154,"290,6736","55,1",16,"29,4523","50,3","10,1",381,13,"25,3697","53,6","8,7",352,39,"72,7113","63,8",25,317,41,"77,0274",59,"26,5",213,40,"75,9045","54,9","26,1",175,5,"10,2084","26,6","3,5",33
,,,Estrella,98,"183,5546","34,8",4,"7,3908","12,6",4,172,9,"16,9089","35,7","9,2",421,26,"49,8292","43,7","27,1",390,31,"58,5702","44,8","31,9",291,26,"48,6227","35,2","26,5",201,1,"2,2328","5,8","1,2",13
,,,HROOM,96,"181,2025","34,4",7,"13,8565","23,7","7,6",382,8,"15,6782","33,1","8,7",464,25,"46,6264","40,9","25,7",433,27,"51,6309","39,5","28,5",304,24,"44,9991","32,6","24,8",221,4,"8,4115","21,9","4,6",59
,,,KartoFan,123,"232,0879",44,10,"19,1725","32,7","8,3",402,10,"19,1136","40,4","8,2",430,31,"59,1816","51,9","25,5",418,35,"64,9909","49,7",28,291,32,"59,4209",43,"25,6",222,5,"10,2084","26,6","4,4",54
,,,Lay's,198,"372,1406","70,6",18,"34,4524","58,8","9,3",317,22,"40,7945","86,2",11,402,46,"87,3072","76,6","23,5",271,52,"98,2922","75,2","26,4",193,53,"98,9436","71,6","26,6",162,7,"12,3508","32,2","3,3",29
,,,Pringles,148,"278,8874","52,9",13,"24,2426","41,4","8,7",327,16,"30,9303","65,4","11,1",448,37,"70,1419","61,5","25,2",320,40,"75,1819","57,5",27,217,39,"73,7101","53,3","26,4",178,2,"4,6806","12,2","1,7",16
,,,Золотисті (Жайвір),97,"182,778","34,7",8,"14,9565","25,5","8,2",429,7,"13,2961","28,1","7,3",409,23,"43,3697",38,"23,7",419,30,"57,3404","43,9","31,4",351,25,"46,6867","33,8","25,5",239,4,"7,1285","18,6","3,9",52
,,,Люкс,200,"376,5587","71,4",23,"42,6909","72,9","11,3",420,21,"38,7933",82,"10,3",410,44,"82,3945","72,3","21,9",274,50,"94,5013","72,3","25,1",199,54,"101,1012","73,1","26,8",178,9,"17,0775","44,5","4,5",43
,,,Повна Чаша,104,"194,8809",37,8,"15,8488","27,1","8,1",392,7,"13,194","27,9","6,8",350,31,"57,4857","50,4","29,5",480,30,"57,0762","43,7","29,3",302,25,"46,5957","33,7","23,9",206,2,"4,6806","12,2","2,4",29
,,,Премія,113,"212,5507","40,3",9,"16,2068","27,7","7,6",376,9,"16,5697",35,"7,8",412,31,"57,7234","50,6","27,2",452,34,"64,0764",49,"30,1",318,26,"48,4132",35,"22,8",200,5,"9,5612","24,9","4,5",56
,,,Розумний вибір,122,"229,9086","43,6",8,"14,1377","24,1","6,1",282,12,"22,4866","47,5","9,8",482,33,"61,1644","53,6","26,6",412,35,"66,2361","50,7","28,8",283,33,"61,2031","44,3","26,6",218,2,"4,6806","12,2",2,24
,,,Своя Лінія,118,"221,4527",42,8,"14,5058","24,8","6,6",270,12,"22,2891","47,1","10,1",446,27,"51,7348","45,4","23,4",325,35,"66,5039","50,9",30,265,32,"59,5762","43,1","26,9",198,4,"6,843","17,8","3,1",32
,,Потребление марок чипсов за полгода,Chio,42,"79,1998",15,1,"1,3698","2,3","1,7",93,4,"8,3673","17,7","10,6",611,13,"25,339","22,2",32,582,8,"15,3228","11,7","19,3",223,12,"22,8373","16,5","28,8",277,3,"5,9637","15,5","7,5",103
,,,Chipster's,86,"161,7949","30,7",5,"9,5419","16,3","5,9",239,6,"11,2037","23,7","6,9",302,24,"45,4471","39,9","28,1",384,25,"47,3302","36,2","29,3",254,20,"38,0636","27,5","23,5",170,5,"10,2084","26,6","6,3",65
,,,Estrella,42,"78,5004","14,9",1,"1,3698","2,3","1,7",97,4,"7,5674",16,"9,6",578,14,"25,7781","22,6","32,8",619,16,"29,3778","22,5","37,4",447,8,"14,4073","10,4","18,4",183,0,0,0,0,0
,,,HROOM,39,"73,4935","13,9",3,"5,6456","9,6","7,7",448,4,"7,9504","16,8","10,8",677,11,"20,4441","17,9","27,8",547,14,"25,4912","19,5","34,7",432,7,"13,9621","10,1",19,198,0,0,0,0,0
,,,KartoFan,59,"111,6332","21,2",4,"8,0954","13,8","7,3",421,8,"14,8039","31,3","13,3",827,17,"31,3655","27,5","28,1",550,16,"29,8003","22,8","26,7",332,12,"22,0403","15,9","19,7",205,3,"5,5278","14,4",5,73
,,,Lay's,182,"342,6041",65,18,"33,267","56,8","9,7",343,17,"31,1148","65,8","9,1",345,44,"82,5077","72,4","24,1",287,49,"91,9046","70,3","26,8",203,50,"93,6014","67,7","27,3",172,5,"10,2084","26,6",3,27
,,,Pringles,90,"169,1172","32,1",4,"8,0936","13,8","4,8",198,10,"18,6975","39,5","11,1",490,27,"51,1352","44,8","30,2",421,26,"49,8566","38,2","29,5",260,22,"41,3343","29,9","24,4",180,0,0,0,0,0
,,,Золотисті (Жайвір),45,"85,3948","16,2",0,0,0,0,0,5,"8,4879","17,9","9,9",637,13,"24,5644","21,5","28,8",579,17,"32,3439","24,8","37,9",483,9,"17,5508","12,7","20,6",219,1,"2,4479","6,4","2,9",43
,,,Люкс,176,"331,6472","62,9",21,"38,6305",66,"11,6",459,20,"36,9146",78,"11,1",471,34,"63,4401","55,6","19,1",254,43,"80,5465","61,6","24,3",205,51,"95,0379","68,7","28,7",201,9,"17,0775","44,5","5,1",51
,,,Повна Чаша,51,"95,1553",18,5,"9,4179","16,1","9,9",776,7,"13,194","27,9","13,9",1 166,14,"25,4335","22,3","26,7",706,15,"29,0203","22,2","30,5",511,10,"18,0897","13,1",19,266,0,0,0,0,0
,,,Премія,55,"102,8507","19,5",4,"8,1678","13,9","7,9",614,5,"10,2504","21,7",10,826,14,"26,6523","23,4","25,9",675,17,"32,0133","24,5","31,1",514,11,"21,0862","15,3","20,5",282,2,"4,6806","12,2","4,6",89
,,,Розумний вибір,73,"137,0235",26,3,"6,3355","10,8","4,6",311,9,"16,1051",34,"11,8",848,23,"42,9275","37,6","31,3",710,21,"39,1068","29,9","28,5",410,16,"30,3158","21,9","22,1",265,1,"2,2328","5,8","1,6",28
,,,Своя Лінія,65,"122,6559","23,3",6,"11,0437","18,9",9,430,9,"16,495","34,9","13,4",689,15,"27,9042","24,5","22,8",366,17,"31,7927","24,3","25,9",265,15,"28,5772","20,7","23,3",198,4,"6,843","17,8","5,6",67
